Id,Name
178957,ABEL MESQUITA JR.
178864,ADAIL CARNEIRO
178914,ADALBERTO CAVALCANTI
178890,ADELMO CARNEIRO LEÃO
178968,ADELSON BARRETO
178903,ADILTON SACHETTI
178835,AFONSO MOTTA
178836,ALAN RICK
178972,ALEX MANENTE
178875,ALEXANDRE BALDY
178833,ALEXANDRE SERFIOTIS
178936,ALEXANDRE VALLE
178846,ALFREDO NASCIMENTO
178927,ALIEL MACHADO
178937,ALTINEU CÔRTES
178881,ALUISIO MENDES
178973,ANA PERUGINI
178831,ANDRÉ ABDON
195143,ANDRÉ AMARAL
178882,ANDRÉ FUFUCA
178974,ANDRES SANCHEZ
192120,ANGELA ALBINO
178837,ANGELIM
178950,ANTÔNIO JÁCOME
178847,ARTHUR VIRGÍLIO BISNETO
193165,ÁTILA A. NUNES
69871,BACELAR
178834,BEBETO
74535,BENITO GAMA
178915,BETINHO GOMES
178948,BETO ROSADO
178906,BETO SALAME
74052,BOSCO COSTA
178999,BRUNNY
178976,BRUNO COVAS
178938,CABO DACIOLO
178865,CABO SABINO
105112,CABUÇU BORGES
93083,CACÁ LEÃO
178853,CAETANO
178891,CAIO NARCIO
194261,CAJAR NARDES
178829,CAPITÃO AUGUSTO
178924,CAPITÃO FÁBIO ABREU
178958,CARLOS ANDRADE
178962,CARLOS GOMES
178993,CARLOS HENRIQUE GAGUIM
178900,CARLOS MARUN
178876,CÉLIO SILVEIRA
72912,CELSO PANSERA
178838,CÉSAR MESSIAS
73720,CESAR SOUZA
178928,CHRISTIANE DE SOUZA YARED
178841,CÍCERO ALMEIDA
178939,CLARISSA GAROTINHO
178848,CONCEIÇÃO SAMPAIO
178963,COVATTI FILHO
194258,CREUZA PEREIRA
93472,CRISTIANE BRASIL
178892,DÂMINA PEREIRA
178916,DANIEL COELHO
144523,DANIEL VILELA
101309,DAVIDSON MAGALHÃES
178908,DELEGADO ÉDER MAURO
178893,DELEGADO EDSON MOREIRA
178929,DIEGO GARCIA
178940,DR. JOÃO
178830,DR. SINVAL MALHEIROS
178994,DULCE MIRANDA
134812,EDMILSON RODRIGUES
92346,EDUARDO BOLSONARO
178977,EDUARDO CURY
181316,ELIZEU DIONIZIO
178883,ELIZIANE GAMA
178854,ELMAR NASCIMENTO
132504,ENIO VERRI
178871,EVAIR VIEIRA DE MELO
178828,EVANDRO GUSSI
178930,EVANDRO ROMAN
178953,EXPEDITO NETTO
178904,EZEQUIEL FONSECA
178941,EZEQUIEL TEIXEIRA
146829,FABIANO HORTA
178905,FABIO GARCIA
178969,FÁBIO MITIDIERI
178877,FÁBIO SOUSA
66828,FAUSTO PINATO
92699,FERNANDO MONTEIRO
178978,FLAVINHO
191923,FLAVIO NOGUEIRA
178979,FLORIANO PESARO
178907,FRANCISCO CHAPADINHA
186775,FRANKLIN LIMA
178966,GEOVANIA DE SÁ
74270,GILBERTO NASCIMENTO
178878,GIUSEPPE VECCI
178872,GIVALDO VIEIRA
178980,GOULART
194259,GUILHERME COELHO
178964,HEITOR SCHUCH
178873,HELDER SALOMÃO
178909,HÉLIO LEITE
97707,HERÁCLITO FORTES
178981,HERCULANO PASSOS
178884,HILDO ROCHA
178959,HIRAN GONÇALVES
178849,HISSA ABRAHÃO
194592,ILDON MARQUES
178855,IRMÃO LAZARO
131943,JARBAS VASCONCELOS
178839,JÉSSICA SALES
74445,JOÃO CASTELO
178970,JOÃO DANIEL
178965,JOÃO DERLY
178917,JOÃO FERNANDO COUTINHO
178856,JOÃO GUALBERTO
112437,JOÃO MARCELO SOUZA
178967,JOÃO PAULO KLEINÜBING
178988,JOÃO PAULO PAPA
178910,JOAQUIM PASSARINHO
194262,JONES MARTINS
178971,JONY MARCOS
178857,JORGE SOLLA
131966,JOSÉ FOGAÇA 
73714,JOSÉ REINALDO
114941,JOSI NUNES
178851,JOZI ARAÚJO
67312,JÚLIA MARINHO
178885,JUNIOR MARRECA
178886,JUSCELINO FILHO
178918,KAIO MANIÇOBA
178894,LAUDIVIO CARVALHO
74856,LAURA CARNEIRO
178832,LEANDRE
178825,LEO DE BRITO
74299,LEÔNIDAS CRISTINO
,LID.GOV-CD
178879,LUCAS VERGILIO
178931,LUCIANO DUCCI
178954,LUCIO MOSQUINI
178802,LUIZ CARLOS RAMOS 
178955,LUIZ CLÁUDIO
178982,LUIZ LAURO FILHO
178866,LUIZIANNE LINS
178867,MACEDO
178826,MAJOR OLIMPIO
179000,MARCELO ÁLVARO ANTÔNIO
146788,MARCELO ARO
178932,MARCELO BELINATI
118594,MARCELO SQUASSONI
178983,MARCIO ALVINO
179001,MÁRCIO BIOLCHI
178942,MARCO ANTÔNIO CABRAL
178880,MARCOS ABRÃO
178852,MARCOS REATEGUI
178850,MARCOS ROTTA
178943,MARCOS SOARES
74235,MARCUS VICENTE
178956,MARIANA CARVALHO
178919,MARINALDO ROSENDO
178858,MÁRIO NEGROMONTE JR.
181315,MARQUINHO MENDES
178843,MARX BELTRÃO
124411,MAURO PEREIRA
178827,MAX FILHO
188097,MERLONG SOLANO
178984,MIGUEL HADDAD
178985,MIGUEL LOMBARDI
178895,MISAEL VARELLA
178859,MOEMA GRAMACHO
195278,MOISÉS DINIZ
74457,MORONI TORGAN
178997,MOSES RODRIGUES
178896,NEWTON CARDOSO JR
178986,NILTO TATTO
194260,NIVALDO ALBUQUERQUE
178868,ODORICO MONTEIRO
178987,ORLANDO SILVA
193982,PASTOR LUCIANO BRAGA
74160,PATRUS ANANIAS
178860,PAULO AZI
193726,PAULO MARTINS
178912,PEDRO CUNHA LIMA
178844,PEDRO VILELA
,PHS
,PSOL
,PTN
178951,RAFAEL MOTTA
178998,RAQUEL MUNIZ
178925,REJANE DIAS
178960,REMÍDIO MONAI
178989,RENATA ABREU
195581,RICARDO BENTINHO
178920,RICARDO TEOBALDO 
178995,ROBERTO GÓES
178944,ROBERTO SALES
178840,ROCHA
178926,RODRIGO MARTINS
178897,RODRIGO PACHECO
160426,ROGÉRIO ROSSO
178861,RONALDO CARLETTO
178845,RONALDO LESSA
122466,RONALDO MARTINS
178870,RÔNEY NEMER
191684,ROSÂNGELA CURADO
178945,ROSANGELA GOMES
178935,ROSSONI
178887,RUBENS PEREIRA JÚNIOR
178990,SAMUEL MOREIRA
178921,SEBASTIÃO OLIVEIRA
178991,SÉRGIO REIS
178933,SERGIO SOUZA 
178874,SERGIO VIDIGAL
178961,SHÉRIDAN
187008,SILAS FREIRE
178911,SIMONE MORGADO
178946,SORAYA SANTOS
178947,SÓSTENES CAVALCANTE
178922,TADEU ALENCAR
73831,TAMPINHA
178898,TENENTE LÚCIO
178901,TEREZA CRISTINA
178862,TIA ERON
178934,TONINHO WANDSCHEER
178863,ULDURICO JUNIOR
194340,VAL AMÉLIO
113247,VALMIR PRASCIDELLI
178913,VENEZIANO VITAL DO RÊGO
137070,VICENTINHO JÚNIOR
178888,VICTOR MENDES
178992,VITOR LIPPI
178869,VITOR VALIM
189593,WADIH DAMOUS
137853,WADSON RIBEIRO
178952,WALTER ALVES
193066,WILSON BESERRA
191945,ZÉ AUGUSTO NALIN
178889,ZÉ CARLOS
178923,ZECA CAVALCANTI
178902,ZECA DO PT
178949,ZENAIDE MAIA
179381,CARLOS MARTINS
185500,DEOCLIDES MACEDO
190149,FABRICIO OLIVEIRA
179383,FERNANDO ZACHIA
179380,GILBERTO COUTINHO
178996,GIOVANI FELTES
73935,HUMBERTO MICHILES
179385,LÉO OLIVEIRA
179382,MANOEL ANTUNES
178821,MARCELINHO CARIOCA
178899,MARCIO MONTEIRO
179880,MASSAMI MIKI
179386,MAURÍCIO ALMEIDA 
193069,NELSON NAHIM 
180545,OSMAR BERTOLDI
74430,OSVALDO COELHO
179384,PINTO DE LUNA
179387,WELLINGTON SALGADO
